Customer_ID,Age,Gender,Region,Brand_Preference,Purchase_Frequency,Average_Spend_INR,Purchase_Channel,Occasion,Mood,Satisfaction_Score
CUST1409,55,Male,West India,Munch,Occasionally,797,Local Shop,No Occasion,Excited,3
CUST1410,57,Male,North India,Perk,Monthly,128,Local Shop,Birthday,Relaxed,1
CUST1411,23,Female,North India,Cadbury Dairy Milk,Monthly,292,Retail Store,New Year,Relaxed,3
CUST1412,20,Female,South India,Cadbury Dairy Milk,Occasionally,1896,Retail Store,Birthday,Excited,5
CUST1413,41,Male,West India,Cadbury Dairy Milk,Occasionally,550,Online,Birthday,Relaxed,2
CUST1414,22,Male,West India,Nestle KitKat,Occasionally,254,Local Shop,Holi,Excited,5
CUST1415,46,Female,East India,Cadbury Dairy Milk,Weekly,1533,Local Shop,Valentine's Day,Stressed,3
CUST1416,36,Male,South India,Perk,Occasionally,1456,Online,Diwali,Happy,4
CUST1417,58,Female,West India,Cadbury Dairy Milk,Monthly,772,Retail Store,No Occasion,Relaxed,3
CUST1418,60,Male,North India,Nestle KitKat,Monthly,382,Local Shop,Holi,Relaxed,3
CUST1419,29,Other,West India,Amul Dark,Occasionally,652,Online,Birthday,Relaxed,1
CUST1420,44,Other,West India,Nestle KitKat,Weekly,215,Retail Store,Raksha Bandhan,Excited,4
CUST1421,23,Male,North India,Cadbury Dairy Milk,Weekly,210,Online,New Year,Relaxed,1
CUST1422,46,Female,North India,Cadbury Dairy Milk,Monthly,55,Retail Store,Diwali,Excited,1
CUST1423,36,Male,West India,Cadbury Dairy Milk,Occasionally,1726,Retail Store,Birthday,Relaxed,5
CUST1424,17,Male,North India,5 Star,Monthly,254,Local Shop,Diwali,Happy,2
CUST1425,41,Female,East India,Perk,Monthly,581,Supermarket,Birthday,Happy,3
CUST1426,60,Male,East India,Cadbury Dairy Milk,Monthly,1173,Local Shop,Diwali,Excited,4
CUST1427,60,Female,East India,Nestle KitKat,Monthly,1750,Online,New Year,Happy,3
CUST1428,46,Male,North India,Nestle KitKat,Occasionally,94,Retail Store,New Year,Happy,1
CUST1429,28,Female,North India,Amul Dark,Weekly,506,Local Shop,Birthday,Happy,2
CUST1430,37,Male,North India,Ferrero Rocher,Monthly,1922,Retail Store,Raksha Bandhan,Relaxed,1
CUST1431,49,Other,South India,Ferrero Rocher,Occasionally,276,Local Shop,Diwali,Relaxed,3
CUST1432,20,Female,North India,Nestle KitKat,Monthly,1388,Online,Valentine's Day,Happy,5
CUST1433,41,Other,East India,Cadbury Dairy Milk,Monthly,101,Online,Birthday,Relaxed,3
CUST1434,58,Female,East India,Perk,Weekly,1219,Online,New Year,Stressed,1
CUST1435,37,Female,East India,Toblerone,Occasionally,1354,Local Shop,Diwali,Excited,4
CUST1436,54,Female,South India,Munch,Monthly,1196,Supermarket,New Year,Excited,4
CUST1437,35,Female,West India,Cadbury Dairy Milk,Monthly,1792,Online,New Year,Sad,4
CUST1438,46,Male,East India,Perk,Monthly,520,Local Shop,Birthday,Relaxed,4
CUST1439,15,Male,South India,Perk,Monthly,946,Supermarket,Valentine's Day,Happy,4
CUST1440,42,Female,West India,Munch,Occasionally,1370,Local Shop,Holi,Excited,2
CUST1441,46,Male,South India,Nestle KitKat,Occasionally,663,Local Shop,Holi,Stressed,2
CUST1442,44,Female,South India,Perk,Monthly,561,Online,No Occasion,Stressed,5
CUST1443,41,Female,West India,Cadbury Dairy Milk,Monthly,835,Supermarket,Birthday,Bored,4
CUST1444,21,Other,North India,Amul Dark,Occasionally,1714,Local Shop,No Occasion,Bored,1
CUST1445,14,Female,North India,Nestle KitKat,Weekly,1575,Local Shop,Diwali,Excited,1
CUST1446,51,Female,East India,5 Star,Weekly,1752,Local Shop,Birthday,Bored,3
CUST1447,19,Male,West India,Toblerone,Occasionally,1275,Local Shop,Birthday,Excited,4
CUST1448,58,Female,East India,Nestle KitKat,Monthly,464,Online,Birthday,Excited,1
CUST1449,17,Female,South India,Ferrero Rocher,Monthly,663,Local Shop,New Year,Stressed,5
CUST1450,20,Other,North India,Cadbury Dairy Milk,Weekly,1656,Supermarket,Raksha Bandhan,Bored,1
CUST1451,44,Male,East India,Nestle KitKat,Occasionally,1495,Retail Store,No Occasion,Excited,5
CUST1452,30,Male,East India,Nestle KitKat,Monthly,569,Supermarket,Birthday,Happy,4
CUST1453,50,Other,North India,Cadbury Dairy Milk,Occasionally,723,Local Shop,No Occasion,Relaxed,3
CUST1454,58,Female,South India,Toblerone,Occasionally,1146,Local Shop,Diwali,Happy,3
CUST1455,30,Other,East India,Cadbury Dairy Milk,Occasionally,394,Supermarket,New Year,Bored,2
CUST1456,53,Male,East India,Amul Dark,Occasionally,1100,Retail Store,Birthday,Relaxed,4
CUST1457,57,Other,West India,Toblerone,Weekly,1242,Online,Birthday,Happy,1
CUST1458,28,Male,West India,Munch,Occasionally,824,Retail Store,New Year,Stressed,3
CUST1459,33,Other,North India,5 Star,Weekly,1873,Retail Store,Raksha Bandhan,Bored,5
CUST1460,22,Female,North India,Cadbury Dairy Milk,Occasionally,634,Retail Store,Raksha Bandhan,Sad,5
CUST1461,54,Female,South India,5 Star,Weekly,1282,Supermarket,New Year,Relaxed,1
CUST1462,16,Male,South India,Nestle KitKat,Monthly,1684,Retail Store,Birthday,Relaxed,1
CUST1463,56,Other,East India,Munch,Weekly,929,Online,Raksha Bandhan,Happy,4
CUST1464,20,Male,West India,Perk,Occasionally,1985,Local Shop,Birthday,Happy,1
CUST1465,59,Female,South India,5 Star,Weekly,947,Supermarket,Birthday,Relaxed,1
CUST1466,31,Male,East India,Cadbury Dairy Milk,Monthly,1616,Supermarket,New Year,Relaxed,1
CUST1467,59,Female,East India,Amul Dark,Occasionally,897,Retail Store,Diwali,Stressed,3
CUST1468,52,Male,North India,5 Star,Monthly,1618,Local Shop,Birthday,Relaxed,4
CUST1469,52,Other,West India,Toblerone,Weekly,774,Local Shop,New Year,Happy,1
CUST1470,21,Female,East India,Cadbury Dairy Milk,Monthly,706,Local Shop,New Year,Bored,1
CUST1471,42,Male,North India,Munch,Weekly,660,Supermarket,No Occasion,Stressed,5
CUST1472,29,Female,East India,Cadbury Dairy Milk,Monthly,1895,Online,Birthday,Happy,3
CUST1473,52,Other,West India,Amul Dark,Occasionally,1383,Local Shop,Valentine's Day,Happy,1
CUST1474,56,Female,East India,Perk,Monthly,1073,Supermarket,Diwali,Happy,3
CUST1475,27,Other,East India,Cadbury Dairy Milk,Weekly,996,Retail Store,Valentine's Day,Happy,4
CUST1476,16,Female,South India,Cadbury Dairy Milk,Monthly,229,Local Shop,Diwali,Relaxed,4
CUST1477,18,Other,South India,5 Star,Occasionally,696,Retail Store,Holi,Excited,2
CUST1478,28,Female,North India,Nestle KitKat,Weekly,487,Local Shop,Holi,Stressed,5
CUST1479,38,Other,East India,Cadbury Dairy Milk,Monthly,1550,Retail Store,Birthday,Relaxed,2
CUST1480,49,Male,North India,5 Star,Monthly,444,Supermarket,Valentine's Day,Bored,3
CUST1481,35,Male,West India,5 Star,Occasionally,1775,Retail Store,Diwali,Stressed,5
CUST1482,25,Female,North India,Amul Dark,Occasionally,1615,Supermarket,No Occasion,Excited,1
CUST1483,59,Other,East India,Cadbury Dairy Milk,Monthly,643,Retail Store,No Occasion,Happy,5
CUST1484,29,Male,South India,Cadbury Dairy Milk,Monthly,106,Retail Store,Valentine's Day,Happy,5
CUST1485,39,Female,South India,Perk,Monthly,1247,Retail Store,New Year,Relaxed,4
CUST1486,34,Male,North India,Amul Dark,Weekly,1793,Local Shop,Valentine's Day,Happy,2
CUST1487,49,Other,South India,Perk,Weekly,375,Online,Raksha Bandhan,Bored,4
CUST1488,31,Female,East India,5 Star,Monthly,371,Online,Diwali,Happy,4
CUST1489,51,Other,East India,Nestle KitKat,Weekly,232,Local Shop,Birthday,Relaxed,2
CUST1490,47,Other,West India,Cadbury Dairy Milk,Occasionally,284,Retail Store,Diwali,Sad,4
CUST1491,25,Other,South India,Munch,Weekly,668,Retail Store,Diwali,Happy,5
CUST1492,26,Male,South India,Ferrero Rocher,Weekly,1259,Local Shop,Diwali,Excited,3
CUST1493,60,Female,West India,Amul Dark,Monthly,315,Supermarket,Valentine's Day,Relaxed,1
CUST1494,43,Other,North India,Munch,Weekly,1717,Supermarket,New Year,Excited,1
CUST1495,57,Male,West India,Munch,Monthly,1058,Local Shop,Raksha Bandhan,Excited,4
CUST1496,14,Other,South India,Amul Dark,Monthly,891,Online,No Occasion,Stressed,2
CUST1497,58,Male,North India,Nestle KitKat,Occasionally,378,Supermarket,Valentine's Day,Relaxed,5
CUST1498,51,Female,East India,Munch,Occasionally,1903,Local Shop,Valentine's Day,Stressed,4
CUST1499,49,Female,East India,Perk,Occasionally,1438,Supermarket,Raksha Bandhan,Happy,5
CUST1500,26,Female,West India,Nestle KitKat,Weekly,732,Local Shop,Valentine's Day,Happy,5
CUST1501,21,Female,East India,Amul Dark,Occasionally,1883,Supermarket,Diwali,Bored,1
CUST1502,22,Other,South India,Nestle KitKat,Monthly,73,Supermarket,Valentine's Day,Relaxed,3
CUST1503,19,Male,West India,Toblerone,Monthly,1334,Local Shop,No Occasion,Happy,3
CUST1504,40,Female,South India,Ferrero Rocher,Monthly,1428,Online,New Year,Happy,2
CUST1505,58,Other,South India,5 Star,Weekly,245,Online,No Occasion,Stressed,3
CUST1506,37,Female,North India,5 Star,Occasionally,660,Supermarket,Diwali,Happy,4
CUST1507,58,Female,North India,5 Star,Monthly,1563,Supermarket,Birthday,Stressed,1
CUST1508,40,Female,North India,Perk,Monthly,1961,Online,Raksha Bandhan,Happy,1
CUST1509,14,Male,East India,Toblerone,Weekly,1406,Local Shop,New Year,Happy,5
CUST1510,29,Male,North India,Nestle KitKat,Occasionally,662,Retail Store,No Occasion,Sad,4
CUST1511,16,Male,South India,Cadbury Dairy Milk,Occasionally,1937,Supermarket,Holi,Bored,4
CUST1512,25,Female,West India,5 Star,Weekly,681,Retail Store,Diwali,Relaxed,5
CUST1513,30,Other,West India,Ferrero Rocher,Monthly,370,Supermarket,Valentine's Day,Excited,5
CUST1514,15,Other,South India,Cadbury Dairy Milk,Occasionally,1520,Online,Diwali,Happy,1
CUST1515,49,Other,East India,Cadbury Dairy Milk,Monthly,1450,Local Shop,Diwali,Excited,4
CUST1516,45,Female,West India,Cadbury Dairy Milk,Monthly,252,Supermarket,Diwali,Happy,3
CUST1517,53,Male,South India,5 Star,Monthly,1163,Retail Store,Valentine's Day,Excited,3
CUST1518,36,Other,South India,Perk,Weekly,1780,Online,Valentine's Day,Excited,1
CUST1519,20,Female,South India,Cadbury Dairy Milk,Monthly,226,Supermarket,Birthday,Excited,3
CUST1520,47,Female,West India,5 Star,Monthly,676,Local Shop,Birthday,Excited,3
CUST1521,14,Other,West India,Nestle KitKat,Monthly,1918,Supermarket,Holi,Relaxed,4
CUST1522,45,Other,North India,5 Star,Occasionally,81,Local Shop,Diwali,Stressed,4
CUST1523,24,Female,North India,Ferrero Rocher,Weekly,1953,Local Shop,Raksha Bandhan,Sad,2
CUST1524,34,Other,South India,Perk,Weekly,995,Online,New Year,Relaxed,4
CUST1525,25,Female,South India,Nestle KitKat,Weekly,776,Supermarket,Birthday,Happy,2
CUST1526,22,Other,South India,Nestle KitKat,Weekly,1003,Local Shop,Raksha Bandhan,Relaxed,4
CUST1527,29,Male,South India,5 Star,Weekly,869,Online,No Occasion,Sad,5
CUST1528,55,Female,West India,Cadbury Dairy Milk,Occasionally,840,Supermarket,Valentine's Day,Happy,4
CUST1529,17,Male,North India,Munch,Weekly,292,Local Shop,Birthday,Sad,2
CUST1530,21,Other,East India,Amul Dark,Monthly,1871,Online,Birthday,Sad,3
CUST1531,25,Female,South India,Nestle KitKat,Weekly,119,Supermarket,Valentine's Day,Happy,4
CUST1532,35,Other,North India,Amul Dark,Monthly,1064,Local Shop,Birthday,Relaxed,3
CUST1533,42,Female,South India,Cadbury Dairy Milk,Occasionally,1144,Online,Birthday,Bored,3
CUST1534,55,Other,West India,Ferrero Rocher,Weekly,1696,Online,Valentine's Day,Excited,4
CUST1535,16,Male,East India,Munch,Occasionally,207,Supermarket,No Occasion,Relaxed,4
CUST1536,33,Male,North India,Cadbury Dairy Milk,Occasionally,598,Online,Valentine's Day,Stressed,5
CUST1537,55,Other,North India,Perk,Monthly,1889,Supermarket,New Year,Happy,2
CUST1538,21,Male,East India,Nestle KitKat,Monthly,375,Supermarket,Valentine's Day,Happy,4
CUST1539,19,Male,West India,Perk,Monthly,1108,Local Shop,Birthday,Stressed,3
CUST1540,28,Other,East India,Cadbury Dairy Milk,Occasionally,1553,Supermarket,Raksha Bandhan,Bored,3
CUST1541,35,Female,North India,Ferrero Rocher,Weekly,509,Online,Holi,Bored,4
CUST1542,35,Other,East India,Munch,Monthly,1909,Supermarket,New Year,Excited,2
CUST1543,43,Female,West India,Cadbury Dairy Milk,Monthly,465,Local Shop,Diwali,Stressed,3
CUST1544,17,Male,West India,Amul Dark,Weekly,620,Online,Diwali,Happy,5
CUST1545,18,Male,South India,Amul Dark,Occasionally,935,Local Shop,No Occasion,Relaxed,3
CUST1546,13,Male,East India,Amul Dark,Monthly,1492,Retail Store,No Occasion,Sad,2
CUST1547,60,Male,East India,Amul Dark,Monthly,560,Local Shop,Birthday,Relaxed,1
CUST1548,40,Male,North India,Ferrero Rocher,Monthly,417,Retail Store,Birthday,Sad,5
CUST1549,30,Female,West India,Cadbury Dairy Milk,Weekly,961,Retail Store,Holi,Excited,5
CUST1550,36,Female,East India,Munch,Weekly,1960,Supermarket,Diwali,Excited,1
CUST1551,25,Female,North India,5 Star,Monthly,932,Online,New Year,Relaxed,5
CUST1552,45,Other,South India,Cadbury Dairy Milk,Monthly,256,Supermarket,Birthday,Excited,5
CUST1553,22,Male,East India,Nestle KitKat,Weekly,1434,Online,New Year,Happy,5
CUST1554,19,Male,East India,5 Star,Weekly,1509,Local Shop,Diwali,Sad,3
CUST1555,49,Male,North India,Munch,Monthly,627,Retail Store,Birthday,Happy,3
CUST1556,44,Other,North India,Munch,Occasionally,1847,Retail Store,Birthday,Stressed,4
CUST1557,57,Other,West India,Toblerone,Occasionally,1343,Retail Store,Holi,Happy,4
CUST1558,34,Other,West India,Cadbury Dairy Milk,Weekly,1306,Local Shop,New Year,Happy,3
CUST1559,28,Male,West India,Munch,Monthly,718,Local Shop,No Occasion,Bored,5
CUST1560,36,Female,East India,Toblerone,Occasionally,155,Supermarket,No Occasion,Relaxed,2
CUST1561,26,Other,North India,Nestle KitKat,Monthly,715,Supermarket,Birthday,Bored,1
CUST1562,23,Other,West India,Nestle KitKat,Occasionally,1091,Online,Diwali,Happy,4
CUST1563,31,Female,East India,Ferrero Rocher,Occasionally,1568,Online,New Year,Happy,5
CUST1564,35,Other,West India,Perk,Weekly,309,Retail Store,No Occasion,Relaxed,4
CUST1565,46,Female,South India,Nestle KitKat,Weekly,1558,Local Shop,Diwali,Stressed,2
CUST1566,52,Male,East India,Cadbury Dairy Milk,Weekly,362,Local Shop,Birthday,Sad,5
CUST1567,25,Female,West India,Cadbury Dairy Milk,Weekly,680,Supermarket,Diwali,Relaxed,3
CUST1568,51,Female,West India,Nestle KitKat,Occasionally,1894,Supermarket,Diwali,Excited,2
CUST1569,56,Male,South India,Nestle KitKat,Occasionally,1175,Online,New Year,Relaxed,4
CUST1570,40,Other,South India,5 Star,Weekly,586,Online,New Year,Relaxed,5
CUST1571,52,Male,West India,Cadbury Dairy Milk,Monthly,1253,Supermarket,New Year,Stressed,5
CUST1572,28,Other,West India,Munch,Monthly,1583,Supermarket,No Occasion,Excited,1
CUST1573,40,Other,North India,Toblerone,Monthly,1550,Local Shop,Diwali,Sad,1
CUST1574,16,Female,West India,Munch,Monthly,723,Online,Diwali,Stressed,1
CUST1575,40,Male,West India,Perk,Occasionally,1473,Supermarket,No Occasion,Stressed,3
CUST1576,24,Female,North India,Cadbury Dairy Milk,Weekly,399,Supermarket,Birthday,Sad,5
CUST1577,28,Male,North India,Nestle KitKat,Weekly,264,Retail Store,Valentine's Day,Bored,5
CUST1578,48,Male,West India,Cadbury Dairy Milk,Weekly,1456,Supermarket,New Year,Happy,4
CUST1579,32,Female,North India,Munch,Monthly,1197,Supermarket,No Occasion,Excited,3
CUST1580,38,Other,East India,Nestle KitKat,Monthly,1365,Local Shop,New Year,Relaxed,1
CUST1581,38,Other,South India,Amul Dark,Monthly,1741,Supermarket,Holi,Relaxed,5
CUST1582,34,Male,East India,5 Star,Monthly,1778,Online,Valentine's Day,Bored,1
CUST1583,21,Other,South India,Munch,Occasionally,377,Retail Store,Valentine's Day,Sad,2
CUST1584,17,Female,South India,5 Star,Monthly,1638,Local Shop,No Occasion,Excited,3
CUST1585,29,Female,West India,Perk,Monthly,1755,Online,New Year,Relaxed,1
CUST1586,46,Female,South India,Ferrero Rocher,Occasionally,896,Retail Store,Raksha Bandhan,Happy,3
CUST1587,14,Male,East India,Amul Dark,Occasionally,147,Retail Store,Birthday,Sad,5
CUST1588,19,Male,West India,Cadbury Dairy Milk,Weekly,708,Supermarket,New Year,Bored,2
CUST1589,48,Other,North India,Toblerone,Monthly,349,Retail Store,Raksha Bandhan,Excited,4
CUST1590,25,Female,East India,Ferrero Rocher,Occasionally,79,Retail Store,New Year,Happy,2
CUST1591,32,Female,West India,Cadbury Dairy Milk,Weekly,1147,Supermarket,Diwali,Stressed,3
CUST1592,42,Male,South India,Munch,Monthly,221,Local Shop,Valentine's Day,Relaxed,2
CUST1593,42,Male,East India,Ferrero Rocher,Monthly,1067,Supermarket,New Year,Relaxed,5
CUST1594,23,Male,South India,Toblerone,Weekly,1958,Local Shop,Diwali,Happy,3
CUST1595,43,Female,West India,Toblerone,Weekly,972,Retail Store,Raksha Bandhan,Happy,3
CUST1596,15,Female,West India,5 Star,Monthly,133,Online,No Occasion,Excited,5
CUST1597,14,Other,North India,Cadbury Dairy Milk,Occasionally,1034,Local Shop,New Year,Excited,1
CUST1598,60,Female,North India,Cadbury Dairy Milk,Occasionally,1658,Local Shop,Birthday,Excited,4
CUST1599,15,Other,East India,Toblerone,Occasionally,1817,Local Shop,Raksha Bandhan,Bored,2
CUST1600,27,Other,North India,Toblerone,Weekly,1363,Local Shop,Valentine's Day,Stressed,4
CUST1601,29,Female,South India,Ferrero Rocher,Weekly,688,Retail Store,Birthday,Excited,4
CUST1602,60,Other,South India,Nestle KitKat,Occasionally,134,Online,Raksha Bandhan,Sad,5
CUST1603,19,Other,North India,Cadbury Dairy Milk,Monthly,1327,Local Shop,Birthday,Bored,1
CUST1604,60,Male,North India,Munch,Monthly,713,Online,Birthday,Stressed,4
CUST1605,17,Female,North India,Cadbury Dairy Milk,Weekly,1897,Retail Store,Birthday,Stressed,3
CUST1606,46,Other,East India,Cadbury Dairy Milk,Weekly,568,Local Shop,Diwali,Excited,1
CUST1607,45,Other,East India,Perk,Monthly,1525,Online,Diwali,Bored,5
CUST1608,57,Other,South India,Cadbury Dairy Milk,Weekly,1380,Local Shop,No Occasion,Excited,4
CUST1609,28,Female,East India,Munch,Occasionally,1721,Local Shop,No Occasion,Excited,5
CUST1610,49,Male,East India,Cadbury Dairy Milk,Weekly,233,Retail Store,Birthday,Stressed,2
CUST1611,15,Male,West India,Cadbury Dairy Milk,Occasionally,1022,Local Shop,Holi,Excited,5
CUST1612,59,Female,South India,Ferrero Rocher,Occasionally,1387,Online,New Year,Excited,3
CUST1613,60,Female,South India,Ferrero Rocher,Monthly,390,Online,Diwali,Excited,5
CUST1614,55,Female,North India,Cadbury Dairy Milk,Occasionally,276,Retail Store,Valentine's Day,Sad,1
CUST1615,33,Female,West India,Ferrero Rocher,Monthly,886,Supermarket,Valentine's Day,Happy,2
CUST1616,53,Male,North India,Nestle KitKat,Weekly,1829,Supermarket,Birthday,Sad,3
CUST1617,20,Other,East India,Toblerone,Monthly,313,Retail Store,Birthday,Relaxed,2
CUST1618,34,Other,South India,Cadbury Dairy Milk,Monthly,499,Retail Store,No Occasion,Bored,3
CUST1619,17,Female,East India,Munch,Monthly,1324,Supermarket,Holi,Sad,2
CUST1620,29,Female,East India,Amul Dark,Monthly,1481,Supermarket,No Occasion,Sad,4
CUST1621,49,Other,West India,Cadbury Dairy Milk,Monthly,219,Online,No Occasion,Bored,5
CUST1622,26,Male,West India,Cadbury Dairy Milk,Monthly,615,Online,Holi,Happy,1
CUST1623,51,Female,South India,Ferrero Rocher,Monthly,1985,Online,Valentine's Day,Stressed,1
CUST1624,53,Female,South India,Cadbury Dairy Milk,Monthly,181,Supermarket,Raksha Bandhan,Sad,4
CUST1625,40,Male,West India,Nestle KitKat,Monthly,876,Retail Store,Birthday,Stressed,2
CUST1626,43,Male,West India,Cadbury Dairy Milk,Occasionally,655,Local Shop,New Year,Stressed,5
CUST1627,29,Male,West India,Perk,Monthly,1119,Online,Birthday,Excited,4
CUST1628,47,Female,West India,Amul Dark,Occasionally,399,Local Shop,Holi,Relaxed,2
CUST1629,52,Male,South India,Cadbury Dairy Milk,Monthly,148,Retail Store,No Occasion,Happy,5
CUST1630,34,Female,South India,Ferrero Rocher,Monthly,1819,Supermarket,Birthday,Stressed,2
CUST1631,57,Female,East India,5 Star,Monthly,1854,Online,Birthday,Happy,1
CUST1632,60,Male,East India,Cadbury Dairy Milk,Weekly,1110,Supermarket,Holi,Relaxed,5
CUST1633,41,Other,East India,Toblerone,Occasionally,1511,Retail Store,Diwali,Happy,1
CUST1634,22,Male,South India,Amul Dark,Weekly,1058,Online,Diwali,Excited,1
CUST1635,30,Other,North India,Munch,Monthly,124,Retail Store,Holi,Relaxed,5
CUST1636,47,Male,East India,Cadbury Dairy Milk,Weekly,107,Retail Store,New Year,Happy,4
CUST1637,56,Male,North India,Munch,Weekly,1092,Online,Birthday,Stressed,2
CUST1638,28,Female,North India,Amul Dark,Occasionally,451,Local Shop,No Occasion,Sad,5
CUST1639,19,Female,North India,Amul Dark,Monthly,237,Online,Birthday,Stressed,1
CUST1640,42,Female,West India,Ferrero Rocher,Occasionally,1986,Supermarket,New Year,Relaxed,2
CUST1641,31,Female,South India,Cadbury Dairy Milk,Weekly,188,Local Shop,New Year,Bored,5
CUST1642,35,Female,South India,Munch,Weekly,192,Online,Raksha Bandhan,Stressed,4
CUST1643,20,Female,East India,Amul Dark,Weekly,157,Online,Valentine's Day,Stressed,5
CUST1644,29,Female,East India,Cadbury Dairy Milk,Monthly,270,Online,No Occasion,Excited,5
CUST1645,33,Other,South India,Cadbury Dairy Milk,Occasionally,194,Online,Raksha Bandhan,Stressed,3
CUST1646,38,Other,West India,Cadbury Dairy Milk,Monthly,907,Online,Raksha Bandhan,Happy,2
CUST1647,40,Female,South India,Amul Dark,Monthly,559,Supermarket,Birthday,Happy,5
CUST1648,51,Other,North India,Amul Dark,Occasionally,425,Retail Store,Diwali,Bored,1
CUST1649,45,Male,South India,Ferrero Rocher,Weekly,54,Supermarket,No Occasion,Bored,1
CUST1650,52,Other,West India,Nestle KitKat,Monthly,437,Retail Store,Diwali,Happy,3
CUST1651,31,Female,South India,Ferrero Rocher,Monthly,617,Online,New Year,Relaxed,1
CUST1652,41,Other,South India,Ferrero Rocher,Weekly,1840,Supermarket,Valentine's Day,Happy,5
CUST1653,32,Male,South India,Cadbury Dairy Milk,Weekly,1033,Retail Store,Holi,Sad,2
CUST1654,32,Other,North India,Nestle KitKat,Weekly,1807,Retail Store,Birthday,Happy,3
CUST1655,22,Female,East India,Cadbury Dairy Milk,Occasionally,1945,Online,Birthday,Happy,3
CUST1656,24,Male,West India,Munch,Monthly,609,Online,No Occasion,Excited,4
CUST1657,45,Male,North India,Perk,Occasionally,1889,Local Shop,Diwali,Stressed,4
CUST1658,37,Other,South India,Munch,Monthly,1236,Local Shop,Birthday,Happy,2
CUST1659,37,Male,South India,Nestle KitKat,Monthly,1821,Retail Store,No Occasion,Excited,2
CUST1660,16,Male,East India,Toblerone,Occasionally,1833,Local Shop,New Year,Excited,3
CUST1661,16,Male,East India,Amul Dark,Occasionally,414,Supermarket,New Year,Sad,5
CUST1662,21,Female,East India,Ferrero Rocher,Weekly,466,Retail Store,Diwali,Bored,5
CUST1663,27,Male,North India,Cadbury Dairy Milk,Monthly,1582,Supermarket,Diwali,Relaxed,4
CUST1664,38,Other,West India,Perk,Occasionally,1685,Local Shop,Diwali,Happy,2
CUST1665,27,Other,East India,Munch,Occasionally,70,Supermarket,No Occasion,Happy,2
CUST1666,38,Male,South India,Cadbury Dairy Milk,Occasionally,663,Retail Store,No Occasion,Stressed,5
CUST1667,40,Other,West India,Cadbury Dairy Milk,Monthly,566,Supermarket,Valentine's Day,Happy,4
CUST1668,19,Male,South India,Perk,Weekly,1270,Retail Store,Valentine's Day,Relaxed,5
CUST1669,44,Other,South India,Munch,Weekly,710,Local Shop,Diwali,Happy,5
CUST1670,24,Male,West India,Perk,Occasionally,1418,Retail Store,Valentine's Day,Relaxed,3
CUST1671,47,Male,North India,Nestle KitKat,Monthly,379,Local Shop,Birthday,Happy,2
CUST1672,44,Male,West India,Nestle KitKat,Weekly,427,Online,New Year,Stressed,3
CUST1673,21,Female,East India,Nestle KitKat,Occasionally,1284,Local Shop,No Occasion,Sad,3
CUST1674,26,Other,West India,Toblerone,Weekly,209,Retail Store,New Year,Stressed,5
CUST1675,25,Male,East India,5 Star,Occasionally,707,Retail Store,New Year,Stressed,4
CUST1676,56,Female,East India,Amul Dark,Monthly,1643,Online,Holi,Bored,5
CUST1677,45,Female,West India,Nestle KitKat,Weekly,403,Online,New Year,Excited,4
CUST1678,44,Male,West India,Munch,Monthly,1313,Local Shop,Birthday,Relaxed,2
CUST1679,31,Male,East India,Perk,Weekly,128,Supermarket,Valentine's Day,Relaxed,1
CUST1680,42,Male,South India,Munch,Monthly,201,Supermarket,Valentine's Day,Sad,2
CUST1681,28,Male,West India,Amul Dark,Monthly,566,Online,New Year,Happy,5
CUST1682,24,Male,North India,5 Star,Weekly,432,Local Shop,No Occasion,Happy,4
CUST1683,22,Other,East India,5 Star,Occasionally,742,Online,Birthday,Sad,1
CUST1684,14,Male,South India,Nestle KitKat,Monthly,401,Online,No Occasion,Stressed,4
CUST1685,30,Male,West India,Munch,Weekly,1274,Retail Store,Diwali,Happy,4
CUST1686,25,Other,West India,Cadbury Dairy Milk,Weekly,1000,Retail Store,Holi,Stressed,1
CUST1687,41,Female,South India,5 Star,Weekly,182,Retail Store,No Occasion,Happy,1
CUST1688,36,Other,North India,Munch,Occasionally,683,Online,New Year,Bored,2
CUST1689,50,Female,East India,Nestle KitKat,Weekly,218,Local Shop,No Occasion,Happy,3
CUST1690,24,Female,West India,Amul Dark,Monthly,915,Supermarket,Birthday,Happy,1
CUST1691,41,Other,North India,Amul Dark,Occasionally,440,Supermarket,Raksha Bandhan,Sad,3
CUST1692,34,Male,East India,5 Star,Monthly,1931,Retail Store,Raksha Bandhan,Relaxed,3
CUST1693,48,Female,North India,Toblerone,Monthly,1458,Local Shop,Birthday,Relaxed,3
CUST1694,13,Male,East India,Amul Dark,Occasionally,869,Retail Store,No Occasion,Relaxed,3
CUST1695,55,Other,East India,5 Star,Occasionally,147,Local Shop,Diwali,Relaxed,1
CUST1696,52,Female,North India,Nestle KitKat,Weekly,1867,Local Shop,New Year,Excited,4
CUST1697,46,Male,East India,Cadbury Dairy Milk,Monthly,1450,Local Shop,Holi,Happy,1
CUST1698,46,Female,West India,Nestle KitKat,Occasionally,1041,Online,Diwali,Stressed,1
CUST1699,60,Female,West India,Perk,Monthly,829,Local Shop,Diwali,Bored,5
CUST1700,45,Other,North India,Cadbury Dairy Milk,Occasionally,1911,Online,Birthday,Happy,5
CUST1701,16,Male,North India,Perk,Occasionally,389,Supermarket,Valentine's Day,Stressed,2
